"ID de la Hoja de Acceso - prefix","ID de la Hoja de Acceso - number","ID de la Hoja de Acceso","Emplazamiento - prefix","Emplazamiento - number",Emplazamiento,Estado,Autor,"Ultimo cambio","Fecha de CreaciÃ³n","Â¿AutorizaciÃ³n CAE?","VÃ­a de acceso","VehÃ­culo Recomendado","Compuerta de vehÃ­culos (Ancho x Altura)","Escalera (Largo x Ancho)","Escaleras (Largo x Ancho x Altura)","Ascensor (Largo x Ancho x Altura)","Ventana Horario Acceso","Plazo NotificaciÃ³n","Presencia Propietario","Tipo de AutorizaciÃ³n","Condiciones Especiales","Tipo llave","InformaciÃ³n adicional"
AS,10573,AS-10573,LO,2766,LO-002766,Activo,"Delgado Alejandro","2024-01-16 11:48:33",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,11460,AS-11460,LO,3653,LO-003653,Activo,"Delgado Alejandro","2024-01-16 11:52:37",2023-05-25,No,,,Indiferente,,,,,,,"No Restringido",,,
AS,12346,AS-12346,LO,4540,LO-004540,Activo,"Delgado Alejandro","2024-01-16 11:56:33",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,10682,AS-10682,LO,2875,LO-002875,Activo,"Delgado Alejandro","2024-01-16 11:49:04",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,12236,AS-12236,LO,4429,LO-004429,Activo,"Delgado Alejandro","2024-01-16 11:56:07",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","FLORENCIO GONZALEZ 917410394/629227525",Locken,
AS,9835,AS-09835,LO,2025,LO-002025,Activo,"Delgado Alejandro","2024-01-16 11:45:00",2023-05-25,No,,,4x4,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,9308,AS-09308,LO,1497,LO-001497,Activo,"Delgado Alejandro","2024-01-16 11:42:34",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,10924,AS-10924,LO,3117,LO-003117,Activo,"Delgado Alejandro","2024-01-16 11:50:10",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,14698,AS-14698,LO,6900,LO-006900,Activo,"Delgado Alejandro","2024-01-16 12:06:50",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,13298,AS-13298,LO,5499,LO-005499,Activo,"Delgado Alejandro","2024-01-10 21:04:13",2023-05-25,Si,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20",,,Restringido,,,
AS,15425,AS-15425,LO,7630,LO-007630,Activo,"Delgado Alejandro","2024-01-16 12:10:11",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,12170,AS-12170,LO,4363,LO-004363,Activo,"Delgado Alejandro","2024-01-16 11:55:51",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,9990,AS-09990,LO,2181,LO-002181,Activo,"Delgado Alejandro","2024-01-10 20:55:42",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,9694,AS-09694,LO,1884,LO-001884,Activo,"Delgado Alejandro","2024-01-16 11:44:20",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,9243,AS-09243,LO,1432,LO-001432,Activo,"Delgado Alejandro","2024-01-16 11:42:17",2023-05-25,Si,,,,,,,,,,"No Restringido",,,
AS,8670,AS-08670,LO,858,LO-000858,Activo,"Delgado Alejandro","2024-01-16 11:39:52",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,8589,AS-08589,LO,777,LO-000777,Activo,"Delgado Alejandro","2024-01-16 11:39:32",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,9551,AS-09551,LO,1740,LO-001740,Activo,"Delgado Alejandro","2024-01-16 11:43:37",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","OTRO TLFNO: 926 35 66 19",,
AS,14962,AS-14962,LO,7165,LO-007165,Activo,"Delgado Alejandro","2024-01-16 12:08:06",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,10431,AS-10431,LO,2624,LO-002624,Activo,"Delgado Alejandro","2024-01-16 11:47:47",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,13386,AS-13386,LO,5587,LO-005587,Activo,"Delgado Alejandro","2024-01-10 21:04:26",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,15198,AS-15198,LO,7402,LO-007402,Activo,"Delgado Alejandro","2024-01-16 12:09:09",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,13256,AS-13256,LO,5457,LO-005457,Activo,"Delgado Alejandro","2024-01-16 12:00:19",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,11840,AS-11840,LO,4033,LO-004033,Activo,"Delgado Alejandro","2024-01-16 11:54:24",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,14900,AS-14900,LO,7103,LO-007103,Activo,"Delgado Alejandro","2024-01-16 12:07:47",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,8686,AS-08686,LO,874,LO-000874,Activo,"Delgado Alejandro","2024-01-16 11:39:57",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,12314,AS-12314,LO,4507,LO-004507,Activo,"Delgado Alejandro","2024-01-16 11:56:26",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","LLAVES EN ULISES Y EN ABLOY DE LA PROPIEDAD",Locken,"ENTREGADA COPIA DE LLAVES A SEGUIMIENTO DE PROVEEDORES"
AS,11787,AS-11787,LO,3980,LO-003980,Activo,"Delgado Alejandro","2024-01-16 11:54:09",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,8643,AS-08643,LO,831,LO-000831,Activo,"Delgado Alejandro","2024-01-16 11:39:46",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,8839,AS-08839,LO,1027,LO-001027,Activo,"Delgado Alejandro","2024-01-16 11:40:35",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,25262,AS-25262,LO,8420,LO-008420,,"Alexandre GOMBA","2024-01-16 12:00:26",2023-11-29,No,"Carretera asfaltada",,,,,,,,,"No Restringido",,,
AS,10175,AS-10175,LO,2367,LO-002367,Activo,"Delgado Alejandro","2024-01-10 20:56:10",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","Enviar email nombres y DNIs de los tecnicos al director de seguridad Jose Reyes director.seguridad@udlaspalmas.es.--Emergencias, debemos enviar email y llamar a este seÃ±or 669 298 960. Tower 12/02/16.",Locken,"Entrenan los viernes de 10:00 a 12:00 A.M."
AS,8260,AS-08260,LO,447,LO-000447,Activo,"Delgado Alejandro","2024-01-16 11:37:58",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,12908,AS-12908,LO,5109,LO-005109,Activo,"Delgado Alejandro","2024-01-16 11:58:46",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,13910,AS-13910,LO,6111,LO-006111,Activo,"Delgado Alejandro","2024-01-16 12:03:07",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","LLAMAR A RETEVISION PARA ACCESO.----18/03/2016: Ayuntamiento confirma acceso 24x7x365, antena se encuentra en el monte y por caminos se llega a ella","Llave Abloy","LLAMAR A RETEVISION PARA ACCESO.--"
AS,9982,AS-09982,LO,2173,LO-002173,Activo,"Delgado Alejandro","2024-01-16 11:45:40",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,14052,AS-14052,LO,6253,LO-006253,Activo,"Delgado Alejandro","2024-01-16 12:03:50",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,Locken,
AS,15422,AS-15422,LO,7627,LO-007627,Activo,"Delgado Alejandro","2024-01-16 12:10:10",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,8795,AS-08795,LO,983,LO-000983,Activo,"Delgado Alejandro","2024-01-10 20:52:46",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,13091,AS-13091,LO,5292,LO-005292,Activo,"Delgado Alejandro","2024-01-16 11:59:35",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,15499,AS-15499,LO,7704,LO-007704,Activo,"Delgado Alejandro","2024-01-16 12:10:32",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,13239,AS-13239,LO,5440,LO-005440,Activo,"Delgado Alejandro","2024-01-16 12:00:15",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","trastero equipos","Llave Abloy",
AS,12966,AS-12966,LO,5167,LO-005167,Activo,"Delgado Alejandro","2024-01-16 11:59:01",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,13354,AS-13354,LO,5555,LO-005555,Activo,"Delgado Alejandro","2024-01-10 21:04:21",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,7916,AS-07916,LO,103,LO-000103,Activo,"Delgado Alejandro","2024-01-16 11:36:23",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,TelÃ©fono,"no hay llaves, acceso previo aviso a la propiedad Celia 629-68-65-68 (cuidado con el horario de llamada) NSN actualizado 4.2.11","No son necesarias llaves","NA--NSN actualizado 4.2.11"
AS,9466,AS-09466,LO,1655,LO-001655,Activo,"Delgado Alejandro","2024-01-16 11:43:13",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,12218,AS-12218,LO,4411,LO-004411,Activo,"Delgado Alejandro","2024-01-16 11:56:03",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"Avisar antes de hacer cualquier modificaciÃ³n en el emplazamiento.--Otro telÃ©fono de contacto: 606574965--admin. Javier Baeza 915520052",Locken,"llaves de la terraza . NSN acttualizado 10/06/2010"
AS,10928,AS-10928,LO,3121,LO-003121,Activo,"Delgado Alejandro","2024-01-16 11:50:11",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,"Llaves en Garcilaso"
AS,12163,AS-12163,LO,4356,LO-004356,Activo,"Delgado Alejandro","2024-01-16 11:55:49",2023-05-25,No,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20, SA de 08 a 14, SA de 14 a 20, DO de 08 a 14, DO de 14 a 20",,,Restringido,,Locken,
AS,11119,AS-11119,LO,3312,LO-003312,Activo,"Delgado Alejandro","2024-01-16 11:50:59",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","Site protegido con alarma. Necesario desactivar para no activar a servicios de seguridad y dejar activado al salir del emplazamiento. (cod 8036)",Locken,"Site protegido con alarma. Necesario desactivar para no activar a servicios de seguridad y dejar activado al salir del emplazamiento. (cod 8036)"
AS,13477,AS-13477,LO,5678,LO-005678,Activo,"Delgado Alejandro","2024-01-16 12:01:16",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,Locken,
AS,8406,AS-08406,LO,593,LO-000593,Activo,"Delgado Alejandro","2024-01-16 11:38:40",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,9357,AS-09357,LO,1546,LO-001546,Activo,"Delgado Alejandro","2024-01-16 11:42:46",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,12418,AS-12418,LO,4615,LO-004615,Activo,"Delgado Alejandro","2024-01-16 11:56:47",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","JosÃ© HernÃ¡ndez Botello--Tte. Alcalde--686455181",Locken,
AS,13115,AS-13115,LO,5316,LO-005316,Activo,"Delgado Alejandro","2024-01-16 11:59:42",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido","Acceso llamando a Antonio de la Cope 24 horas nÂº 618 323271. El nos entrega la llave.",,"Acceso llamando a Antonio de la Cope 24 horas nÂº 618 323271. El nos entrega la llave."
AS,13794,AS-13794,LO,5995,LO-005995,Activo,"Delgado Alejandro","2024-01-16 12:02:37",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,12709,AS-12709,LO,4910,LO-004910,Activo,"Delgado Alejandro","2024-01-10 21:02:45",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,12405,AS-12405,LO,4602,LO-004602,Activo,"Delgado Alejandro","2024-01-16 11:56:44",2023-05-25,Si,,,,,,,"Acceso 24x7x365",,,"No Restringido","Se notifican los accesos, pero no hay que esperar respuesta",Locken,
AS,12638,AS-12638,LO,4838,LO-004838,Activo,"Delgado Alejandro","2024-01-16 11:57:43",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,Locken,
AS,13553,AS-13553,LO,5754,LO-005754,Activo,"Delgado Alejandro","2024-01-16 12:01:37",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,8018,AS-08018,LO,205,LO-000205,Activo,"Delgado Alejandro","2024-01-16 11:36:52",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,9984,AS-09984,LO,2175,LO-002175,Activo,"Delgado Alejandro","2024-01-16 11:45:41",2023-05-25,No,,,Indiferente,,,,,,,"No Restringido",,,
AS,12379,AS-12379,LO,4573,LO-004573,Activo,"Delgado Alejandro","2024-01-16 11:56:40",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,,
AS,15326,AS-15326,LO,7530,LO-007530,Activo,"Delgado Alejandro","2024-01-16 12:09:45",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","Administracion: LAURA 961 72 33 23 (administracionesllevant@hotmail.com)--mantenimiento C.P, Federico, 669 234 522 --portero: 606 724 916--NSN actualizado 5.3.12",Locken,
AS,8154,AS-08154,LO,341,LO-000341,Activo,"Delgado Alejandro","2024-01-16 11:37:30",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,10262,AS-10262,LO,2454,LO-002454,Activo,"Delgado Alejandro","2024-01-16 11:47:01",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"no llamar a este numero 932283029 ya no pertenence a la propiedad GNOC ACT 8/5/2013","Llave Abloy",
AS,13543,AS-13543,LO,5744,LO-005744,Activo,"Delgado Alejandro","2024-01-16 12:01:35",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","Hasta que estÃ© arreglada la trampilla del Ã¡tico hay que llevar una escalera de mano para acceder.",Locken,
AS,13072,AS-13072,LO,5273,LO-005273,Activo,"Delgado Alejandro","2024-01-10 21:03:38",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,13503,AS-13503,LO,5704,LO-005704,Activo,"Delgado Alejandro","2024-01-16 12:01:24",2023-05-25,Si,,,,,,,,,,Restringido,,"Llave Abloy",
AS,13351,AS-13351,LO,5552,LO-005552,Activo,"Delgado Alejandro","2024-01-16 12:00:43",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,10375,AS-10375,LO,2568,LO-002568,Activo,"Delgado Alejandro","2024-01-16 11:47:32",2023-05-25,No,,,,,,,,,,Restringido,,,
AS,8056,AS-08056,LO,243,LO-000243,Activo,"Delgado Alejandro","2024-01-16 11:37:03",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,"Llave Locken ORANGE--NSN febrero 2011"
AS,12925,AS-12925,LO,5126,LO-005126,Activo,"Delgado Alejandro","2024-01-16 11:58:51",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,14290,AS-14290,LO,6492,LO-006492,Activo,"Delgado Alejandro","2024-01-16 12:04:56",2023-05-25,Si,,,,,,,"Acceso 24x7x365",,,Otros,"CANX6144 ubicada en la TF0115--",Locken,"Juan Antonio Hernandez 610 777 469--Jose 626 933 149--"
AS,11721,AS-11721,LO,3914,LO-003914,Activo,"Delgado Alejandro","2024-01-16 11:53:52",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido","BOMBIN LOCKEN EN PORTAL",Locken,"BOMBIN LOCKEN EN PORTAL"
AS,11984,AS-11984,LO,4177,LO-004177,Activo,"Delgado Alejandro","2024-01-16 11:55:04",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,10641,AS-10641,LO,2834,LO-002834,Activo,"Delgado Alejandro","2024-01-16 11:48:53",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","Para acceder al DepÃ³sito de Agua de La Toba, cabecera del 9419, y donde tenemos el enganche, llamar al contacto, operario del ayto de La Toba ==> DAVID: 659.233.664",,
AS,13741,AS-13741,LO,5942,LO-005942,Activo,"Delgado Alejandro","2024-01-16 12:02:24",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,10788,AS-10788,LO,2981,LO-002981,Activo,"Delgado Alejandro","2024-01-16 11:49:33",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,"COMPARTICION CON TME, COD.: 2100284 Y SOLICITUD COMPARTIR DE ONO"
AS,12311,AS-12311,LO,4504,LO-004504,Activo,"Delgado Alejandro","2024-01-10 21:01:44",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"Necesario acompaÃ±amiento de Iberdrola a la torre. ",Locken,
AS,11618,AS-11618,LO,3811,LO-003811,Activo,"Delgado Alejandro","2024-01-16 11:53:22",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,8317,AS-08317,LO,504,LO-000504,Activo,"Delgado Alejandro","2024-01-16 11:38:15",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,7950,AS-07950,LO,137,LO-000137,Activo,"Delgado Alejandro","2024-01-16 11:36:33",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,9158,AS-09158,LO,1347,LO-001347,Activo,"Delgado Alejandro","2024-01-16 11:41:59",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"NO LLAMAR JOSE MÂª CORONA MANTO 93/3458531 ESTA PERSONA YA NO VIVE EN LA C.P--NSN actualizado 22.7.10",Locken,
AS,13725,AS-13725,LO,5926,LO-005926,Activo,"Delgado Alejandro","2024-01-10 21:05:17",2023-05-25,No,,,,,,,,,,Restringido,,,
AS,12155,AS-12155,LO,4348,LO-004348,Activo,"Delgado Alejandro","2024-01-16 11:55:47",2023-05-25,No,,,,,,,,,,Restringido,"Trabajos programados sÃ³lo en horario de porterÃ­a previo aviso a fausto@agesa.eu o al portero JosÃ© Luis GarcÃ­a 686918089 (SM.Julio 2016)",Locken,
AS,13212,AS-13212,LO,5413,LO-005413,Activo,"Delgado Alejandro","2024-01-16 12:00:08",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,14977,AS-14977,LO,7180,LO-007180,Activo,"Delgado Alejandro","2024-01-16 12:08:10",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,13413,AS-13413,LO,5614,LO-005614,Activo,"Delgado Alejandro","2024-01-16 12:00:58",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","El candado tiene el Cdg 0420 o en su defecto el 0110--NSN junio 2010","Llave Abloy",
AS,12689,AS-12689,LO,4890,LO-004890,Activo,"Delgado Alejandro","2024-01-16 11:57:53",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,E-Mail,"ENVIAR CORREO TO: eddelaguila@produban.com CC: mcruiz@produban.com con datos de tÃ©cnicos y planificaciÃ³n de trabajos indicando el edificio",,
AS,9266,AS-09266,LO,1455,LO-001455,Activo,"Delgado Alejandro","2024-01-16 11:42:24",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,11815,AS-11815,LO,4008,LO-004008,Activo,"Delgado Alejandro","2024-01-16 11:54:17",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","La propietaria no estÃ¡ dispuesta a tener amarrados a los perros siempre, por lo cual habrÃ¡ que llamarla cuando se llegue para que los amarre.","Llave Abloy","CODIGO TME: 2900709"
AS,12740,AS-12740,LO,4941,LO-004941,Activo,"Delgado Alejandro","2024-01-16 11:57:59",2023-05-25,Si,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20",,,Restringido,"Acceso de 8:00 a 17:00 de L a V, acompaÃ±ados por el personal de informÃ¡tica.",,
AS,13963,AS-13963,LO,6164,LO-006164,Activo,"Delgado Alejandro","2024-01-16 12:03:24",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,15112,AS-15112,LO,7315,LO-007315,Activo,"Delgado Alejandro","2024-01-16 12:08:45",2023-05-25,No,,,,,,,"LU - VI de 14 a 20",,,TelÃ©fono,,,
AS,9785,AS-09785,LO,1975,LO-001975,Activo,"Delgado Alejandro","2024-01-16 11:44:45",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,13948,AS-13948,LO,6149,LO-006149,Activo,"Delgado Alejandro","2024-01-16 12:03:19",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","ACCESO LIBRE, CON PROBLEMAS DE ACOMETICA ELECTRICA--","Llave Abloy","ACCESO LIBRE, CON PROBLEMAS DE ACOMETICA ELECTRICA--"
AS,15062,AS-15062,LO,7265,LO-007265,Activo,"Delgado Alejandro","2024-01-16 12:08:32",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,13774,AS-13774,LO,5975,LO-005975,Activo,"Delgado Alejandro","2024-01-16 12:02:32",2023-05-25,No,,Indiferente,Indiferente,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20",,,TelÃ©fono,"HORARIO LABORAL PERSONA DE CONTACTO: IGNACIO. TELEFONO: 954 22 99 94",Locken,
AS,14392,AS-14392,LO,6594,LO-006594,Activo,"Delgado Alejandro","2024-01-16 12:05:23",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy","abloy 2 llaves: 1 P, 1 A."
AS,12652,AS-12652,LO,4853,LO-004853,Activo,"Delgado Alejandro","2024-01-10 21:02:37",2023-05-25,No,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20, SA de 08 a 14, SA de 14 a 20, DO de 08 a 14, DO de 14 a 20",,,Restringido,"Acceso a travÃ©s de DNO, indicando listado de tÃ©cnicos, nodo, pabellÃ³n, descripciÃ³n de trabajos, vehÃ­cullo, fecha y horario(SM.Mayo 2016)",,
AS,14518,AS-14518,LO,6720,LO-006720,Activo,"Delgado Alejandro","2024-01-16 12:06:01",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,9240,AS-09240,LO,1429,LO-001429,Activo,"Delgado Alejandro","2024-01-10 20:53:53",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,,
AS,9927,AS-09927,LO,2118,LO-002118,Activo,"Delgado Alejandro","2024-01-16 11:45:26",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,13470,AS-13470,LO,5671,LO-005671,Activo,"Delgado Alejandro","2024-01-16 12:01:15",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,8851,AS-08851,LO,1039,LO-001039,Activo,"Delgado Alejandro","2024-01-16 11:40:39",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,10809,AS-10809,LO,3002,LO-003002,Activo,"Delgado Alejandro","2024-01-16 11:49:38",2023-05-25,Si,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20, SA de 08 a 14",,,TelÃ©fono,,"No son necesarias llaves",
AS,10108,AS-10108,LO,2299,LO-002299,Activo,"Delgado Alejandro","2024-01-16 11:46:16",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,15574,AS-15574,LO,7779,LO-007779,Activo,"Delgado Alejandro","2024-01-16 12:10:53",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,9161,AS-09161,LO,1350,LO-001350,Activo,"Delgado Alejandro","2024-01-16 11:41:59",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","Pueden pasar a recoger la llave de la persiana de lunes a Jueves en horario de 15:00 a 19:00 en la calle Torre Velez, 4 3B. Telefono de persona de contacto 663000223.",,
AS,11024,AS-11024,LO,3217,LO-003217,Activo,"Delgado Alejandro","2024-01-16 11:50:33",2023-05-25,No,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20, SA de 14 a 20, DO de 14 a 20",,,Restringido,,Locken,"Cambiadas por SEMI el 30/05/07. Cambiada llave candado 14/09/07"
AS,14863,AS-14863,LO,7066,LO-007066,Activo,"Delgado Alejandro","2024-01-16 12:07:36",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,15050,AS-15050,LO,7253,LO-007253,Activo,"Delgado Alejandro","2024-01-16 12:08:30",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","Carlos( responsable restaurante) 96 176 91 00  Joaquin(propietario) 661 37 07 99",,
AS,15525,AS-15525,LO,7730,LO-007730,Activo,"Delgado Alejandro","2024-01-16 12:10:41",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","A la azotea se accede por el penÃºltimo piso, puerta izquierda. NOVENA PLANTA --NSN actualizado 23.8.10",Locken,
AS,15134,AS-15134,LO,7337,LO-007337,Activo,"Delgado Alejandro","2024-01-16 12:08:50",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,14691,AS-14691,LO,6893,LO-006893,Activo,"Delgado Alejandro","2024-01-16 12:06:48",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,10673,AS-10673,LO,2866,LO-002866,Activo,"Delgado Alejandro","2024-01-16 11:49:01",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,9053,AS-09053,LO,1242,LO-001242,Activo,"Delgado Alejandro","2024-01-10 20:53:24",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,10714,AS-10714,LO,2907,LO-002907,Activo,"Delgado Alejandro","2024-01-16 11:49:13",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,"COMPARTICION CON TME, COD.: 2100423"
AS,9282,AS-09282,LO,1471,LO-001471,Activo,"Delgado Alejandro","2024-01-16 11:42:28",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","mantenimiento Agustin 638 353 460--adminsitracion Antonio Vera 956562991 --NSN actualizado 27.3.13",Locken,
AS,13191,AS-13191,LO,5392,LO-005392,Activo,"Delgado Alejandro","2024-01-16 12:00:03",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"LLAVES EN SEGURIDAD DEL CENTRO. SIN ALTERAR EL ORDEN TRABAJO DEL CENTRO COMERCIAL.",,
