"ID del Sitio - prefix","ID del Sitio - number","ID del Sitio","Id Emplazamiento - prefix","Id Emplazamiento - number","Id Emplazamiento","Id EnergÃ­a - prefix","Id EnergÃ­a - number","Id EnergÃ­a","Id LegalizaciÃ³n - prefix","Id LegalizaciÃ³n - number","Id LegalizaciÃ³n",Estado,"Nombre del Sitio","Prioridad del Site","CategorÃ­a Site",Host,Description,"Tipo de Site","Next preventive maintenance visit","O&M subcontractor","O&M manager","Coordenadas - Latitude - WGS 84","Coordenadas - Longitude - WGS 84","Coordenadas - Elevation","Teleporte Site Id","Site Sera4","Site Sera4 Info","Sync To Sera4's Site","Sera4 site id","Site total costs","Tag from location","Griet Site","Responsable GRIET","Zona Totem",Observaciones,"Tipo de Infraestructura","Resultado Previabilidad Fibra","Motivo Previabilidad Desfavorable","Causas Abandono","Fecha de RFI","Fecha InstalaciÃ³n Tenant","Fecha Desmantelamiento","Site ID (client)"
SPA-IB,326,SPA-IB00326,LO,3169,LO-003169,PW,3217,PW-3217,AA,3182,AA-3182,Activo,IB0326,P3,Macro,,,"Nueva Demanda",,,,39.575695,2.634792,35.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,IB0326
SPA-AX,8715,SPA-AX08715,LO,376,LO-000376,PW,438,PW-0438,AA,373,AA-0373,Activo,AX8715,P3,DDEE,,"ECI ALICANTE-FEDERICO SOTO (0920)","Nueva Demanda",,,,38.343946,-0.489663,15.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,AX8715
SPA-IB,71,SPA-IB00071,LO,3050,LO-003050,PW,3096,PW-3096,AA,3064,AA-3064,Activo,IB0071,P1,Macro,,,"Nueva Demanda",,,,39.718126,2.903496,129.0,,false,,false,,,,false,,REST,"Se contacta con el administrador y se le informa que Orange harÃ¡ lo posible en acceder en horario diurno pero si es necesario acceder por la noche por averia Ã³ porque la zona no se quede sin cobertura por el dia, se continuarÃ¡ accediendo por la noche si fuera necesario. Nos indica que lo trasladarÃ¡ a los vecinos. (08/09/2015)",AZOTEA,,,,,,,IB0071
SPA-MX,6451,SPA-MX06451,LO,4944,LO-004944,PW,4983,PW-4983,AA,4951,AA-4951,Activo,MX6451,P2,DDEE,,,"Nueva Demanda",,,,40.512425,-3.678961,717.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX6451
SPA-CA,4460,SPA-CA04460,,,-,,,-,,,-,Viabilidad,CA4460,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,
SPA-SX,1802,SPA-SX01802,LO,6330,LO-006330,PW,6361,PW-6361,AA,6330,AA-6330,Activo,SX1802,P1,Macro,,,"Nueva Demanda",,,,43.419858,-3.760902,57.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,SX1802
SPA-AX,6305,SPA-AX06305,LO,349,LO-000349,PW,412,PW-0412,AA,346,AA-0346,Activo,AX6305,P3,Macro,,,"Nueva Demanda",,,,38.581678,-0.105282,93.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,AX6305
SPA-LE,2,SPA-LE00002,LO,3346,LO-003346,PW,3393,PW-3393,AA,3358,AA-3358,Viabilidad,LE0002,P3,Macro,,,"Nueva Demanda",,,,42.595793,-5.565127,828.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,LE0002
SPA-OX,9,SPA-OX00009,LO,5206,LO-005206,PW,5240,PW-5240,AA,5211,AA-5211,Activo,OX0009,P1,Macro,,,"Nueva Demanda",,,,43.536049,-5.661532,11.0,,false,,false,,,,false,,RNOR,"al hacer la doc del RR vemos que no cumple normativa. Sopesar si meter en adecuaciones ya que tiene licencia de ora.",AZOTEA,,,,,,,OX0009
SPA-BX,6041,SPA-BX06041,LO,1402,LO-001402,PW,1460,PW-1460,AA,1418,AA-1418,Activo,BX6041,P3,DDEE,,FGC-VALLÃS-,"Nueva Demanda",,,,41.400957,2.151307,0.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX6041
SPA-MX,313,SPA-MX00313,LO,4323,LO-004323,PW,4364,PW-4364,AA,4333,AA-4333,Activo,MX0313,P3,Macro,,,"Nueva Demanda",,,,40.342223,-3.708214,560.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX0313
SPA-AX,22,SPA-AX00022,LO,231,LO-000231,PW,296,PW-0296,AA,229,AA-0229,Activo,AX0022,P1,Macro,,,"Nueva Demanda",,,,38.345814,-0.487056,16.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,AX0022
SPA-AX,5415,SPA-AX05415,LO,290,LO-000290,PW,354,PW-0354,AA,287,AA-0287,Activo,AX5415,P3,Macro,,,"Nueva Demanda",,,,38.35823,-0.485169,42.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,AX5415
SPA-MX,151,SPA-MX00151,LO,4263,LO-004263,PW,4303,PW-4303,AA,4273,AA-4273,Activo,MX0151,P3,Macro,,,"Nueva Demanda",,,,40.384642,-3.717022,607.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX0151
SPA-OR,9663,SPA-OR09663,LO,5167,LO-005167,PW,5202,PW-5202,AA,5172,AA-5172,Activo,OR9663,P3,Macro,,,"Nueva Demanda",,,,42.412558,-8.044332,300.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,OR9663
SPA-TE,8712,SPA-TE08712,LO,6473,LO-006473,PW,6503,PW-6503,AA,6473,AA-6473,Activo,TE8712,P3,Macro,,,"Nueva Demanda",,,,40.354182,-1.108086,952.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,TE8712
SPA-AX,5407,SPA-AX05407,LO,285,LO-000285,PW,349,PW-0349,AA,282,AA-0282,Activo,AX5407,P1,Macro,,,"Nueva Demanda",,,,38.352578,-0.486015,23.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,AX5407
SPA-LE,17,SPA-LE00017,LO,3357,LO-003357,PW,3404,PW-3404,AA,3369,AA-3369,Activo,LE0017,P3,Macro,,,"Nueva Demanda",,,,42.592723,-5.567777,818.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,LE0017
SPA-MX,315,SPA-MX00315,LO,4325,LO-004325,PW,4366,PW-4366,AA,4335,AA-4335,Viabilidad,MX0315,P1,"Macro + DDEE",,,"Nueva Demanda",,,,40.421427,-3.707185,652.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX0315
SPA-SX,16,SPA-SX00016,LO,6270,LO-006270,PW,6301,PW-6301,AA,6270,AA-6270,Activo,SX0016,P3,"PeticiÃ³n Cliente",,,"Nueva Demanda",,,,43.246725,-4.082525,0.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,SX0016
SPA-BX,3003,SPA-BX03003,LO,1346,LO-001346,PW,1403,PW-1403,AA,1362,AA-1362,Activo,BX3003,P3,Macro,,,"Nueva Demanda",,,,41.440041,2.240972,5.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX3003
SPA-OX,6202,SPA-OX06202,LO,5341,LO-005341,PW,5374,PW-5374,AA,5345,AA-5345,Activo,OX6202,P3,Macro,,,"Nueva Demanda",,,,43.445121,-4.968063,86.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,OX6202
SPA-MX,6352,SPA-MX06352,LO,4920,LO-004920,PW,4959,PW-4959,AA,4927,AA-4927,Activo,MX6352,P3,DDEE,,"CENTRO COMERCIAL LORANCA","Nueva Demanda",,,,40.303464,-3.831744,0.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX6352
SPA-BU,4202,SPA-BU04202,LO,685,LO-000685,PW,16060,PW-16060,AA,703,AA-0703,Desmantelado,BU4202,P3,Macro,,,"Nueva Demanda",,,,42.142508,-3.584331,1042.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,BU4202
SPA-CO,7024,SPA-CO07024,LO,1624,LO-001624,PW,1682,PW-1682,AA,1639,AA-1639,Activo,CO7024,P2,Macro,,"HOTEL TRYP LOS GALLOS","Nueva Demanda",,,,37.884844,-4.787251,144.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,CO7024
SPA-TE,60,SPA-TE00060,LO,6424,LO-006424,PW,6455,PW-6455,AA,6424,AA-6424,Activo,TE0060,P3,Macro,,,"Nueva Demanda",,,,40.411417,-1.449628,1160.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,TE0060
SPA-BX,145,SPA-BX00145,LO,819,LO-000819,PW,873,PW-0873,AA,836,AA-0836,Activo,BX0145,P1,Macro,,,"Nueva Demanda",,,,41.690886,2.292941,50.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,BX0145
SPA-MX,6226,SPA-MX06226,LO,4887,LO-004887,PW,4926,PW-4926,AA,4894,AA-4894,Activo,MX6226,P3,DDEE,,,"Nueva Demanda",,,,40.508432,-3.645076,0.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX6226
SPA-BX,927,SPA-BX00927,LO,1049,LO-001049,PW,1105,PW-1105,AA,1065,AA-1065,Activo,BX0927,P3,Macro,,,"Nueva Demanda",,,,41.33038,2.094143,3.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX0927
SPA-CC,6427,SPA-CC06427,LO,1573,LO-001573,PW,1630,PW-1630,AA,1589,AA-1589,"En Desmantelamiento",CC6427,P3,Macro,,,"Nueva Demanda",,,,40.060545,-6.124341,403.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,CC6427
SPA-LO,603,SPA-LO00603,LO,3552,LO-003552,PW,3596,PW-3596,AA,3564,AA-3564,Activo,LO0603,P3,Macro,,,"Nueva Demanda",,,,42.228299,-2.107553,300.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,LO0603
SPA-BI,19,SPA-BI00019,LO,466,LO-000466,PW,526,PW-0526,AA,466,AA-0466,Activo,BI0019,P2,Macro,,"C.C. MIRIBILLA","Nueva Demanda",,,,43.25001,-2.930757,72.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,BI0019
SPA-LU,7760,SPA-LU07760,LO,3611,LO-003611,PW,3655,PW-3655,AA,3623,AA-3623,Activo,LU7760,P3,Macro,,,"Nueva Demanda",,,,43.737483,-7.66938,54.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,LU7760
SPA-SA,5623,SPA-SA05623,LO,5696,LO-005696,PW,5729,PW-5729,AA,5700,AA-5700,Activo,SA5623,P3,DDEE,,,"Nueva Demanda",,,,40.572013,-5.675756,0.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,SA5623
SPA-VA,31,SPA-VA00031,LO,6976,LO-006976,PW,6996,PW-6996,AA,6975,AA-6975,Activo,VA0031,P3,Macro,,,"Nueva Demanda",,,,41.610376,-4.728156,700.0,,false,,false,,,,false,,RNOR,"el 23/1/13 nos tienen por desistidos por subsanaciÃ³n parcial de un requerimiento. Hay que reiniciar--Adecuada en 2014 para hacer acometida propia",AZOTEA,,,,,,,VA0031
SPA-VI,8809,SPA-VI08809,LO,7187,LO-007187,PW,7204,PW-7204,AA,7186,AA-7186,Desmantelado,VI8809,P3,Macro,,,"Nueva Demanda",,,,42.737937,-2.747233,633.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,VI8809
SPA-MX,4419,SPA-MX04419,LO,4805,LO-004805,PW,4844,PW-4844,AA,4812,AA-4812,Activo,MX4419,P3,Macro,,,"Nueva Demanda",,,,40.408368,-3.523894,602.0,,false,,false,,,,false,,RCEN,"Equipos en M-50  km 24.800 , en portico de seÃ±alizacion  en la Calzada Drha  NSN actualizado 29/7/2013",TORRE,,,,,,,MX4419
SPA-MX,5419,SPA-MX05419,LO,4833,LO-004833,PW,4873,PW-4873,AA,4840,AA-4840,Activo,MX5419,P3,Macro,,,"Nueva Demanda",,,,40.425479,-3.703848,650.0,,false,,false,,,,false,,RCEN,"Natalia (Mujer del dueÃ±o de la PizzerÃ­a El Cambalache) Tlf,:618903918",AZOTEA,,,,,,,MX5419
SPA-CR,3088,SPA-CR03088,LO,1746,LO-001746,PW,1803,PW-1803,AA,1761,AA-1761,Activo,CR3088,P3,Macro,,,"Nueva Demanda",,,,38.856057,-4.075786,601.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,CR3088
SPA-GC,2012,SPA-GC02012,LO,2464,LO-002464,PW,2511,PW-2511,AA,2478,AA-2478,Activo,GC2012,P2,Macro,,"JUMPING VDF","Nueva Demanda",,,,28.957847,-13.589434,0.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,GC2012
SPA-VX,5326,SPA-VX05326,LO,7599,LO-007599,PW,7610,PW-7610,AA,7597,AA-7597,Activo,VX5326,P3,"PeticiÃ³n Cliente",,"DULCESOL GANDIA","Nueva Demanda",,,,38.960345,-0.172828,25.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,VX5326
SPA-LE,1543,SPA-LE01543,LO,3446,LO-003446,PW,3493,PW-3493,AA,3458,AA-3458,Activo,LE1543,P3,Macro,,,"Nueva Demanda",,,,42.779266,-5.772479,1087.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,LE1543
SPA-MA,2973,SPA-MA02973,LO,3942,LO-003942,PW,3985,PW-3985,AA,3953,AA-3953,Activo,MA2973,P3,Macro,,,"Nueva Demanda",,,,36.839074,-4.128633,221.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,MA2973
SPA-BA,408,SPA-BA00408,LO,428,LO-000428,PW,490,PW-0490,AA,425,AA-0425,Activo,BA0408,P3,Macro,,,"Nueva Demanda",,,,38.947191,-6.916416,194.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,BA0408
SPA-VX,1163,SPA-VX01163,LO,7461,LO-007461,PW,7474,PW-7474,AA,7459,AA-7459,Activo,VX1163,P2,Macro,,VAL0163,"Nueva Demanda",,,,39.457253,-0.465839,45.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,VX1163
SPA-TO,527,SPA-TO00527,LO,6733,LO-006733,PW,6754,PW-6754,AA,6733,AA-6733,Activo,TO0527,P3,Macro,,,"Nueva Demanda",,,,39.75921,-4.956449,600.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,TO0527
SPA-PX,7704,SPA-PX07704,LO,8052,LO-008052,,,-,AA,7869,AA-7869,Viabilidad,PX7704,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,PX7704
SPA-TE,184,SPA-TE00184,LO,6471,LO-006471,PW,6501,PW-6501,AA,6471,AA-6471,Activo,TE0184,P3,Macro,,AYUNTAMIENTO,"Nueva Demanda",,,,41.11661,-0.23496,297.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,TE0184
SPA-BI,1074,SPA-BI01074,LO,604,LO-000604,PW,661,PW-0661,AA,604,AA-0604,Activo,BI1074,P3,Micro,,"MICRO EN TIENDA MOVIESTAR","Nueva Demanda",,,,43.317331,-3.016929,50.0,,false,,false,,,,false,,RNOR,"Para acceder contactar con Carlos FernÃ¡ndez 600645007.",AZOTEA,,,,,,,BI1074
SPA-OR,9450,SPA-OR09450,LO,5158,LO-005158,PW,5193,PW-5193,AA,5163,AA-5163,Activo,OR9450,P1,Macro,,,"Nueva Demanda",,,,41.992505,-7.431765,433.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,OR9450
SPA-GU,9285,SPA-GU09285,LO,2824,LO-002824,PW,2871,PW-2871,AA,2838,AA-2838,Activo,GU9285,P3,Macro,,,"Nueva Demanda",,,,40.661979,-2.500803,972.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,GU9285
SPA-IB,760,SPA-IB00760,LO,3266,LO-003266,PW,3313,PW-3313,AA,3279,AA-3279,Activo,IB0760,P3,"PeticiÃ³n Cliente",,"MACRO PARA COBERTURA DE LA CENTRAL ENEL/ENDESA ES MURTERAR","Nueva Demanda",,,,39.809885,3.092412,9.0,,false,,false,,,,false,,REST,"ACCESO: MACRO PARA COBERTURA PROYECTO ENEL/ENDESA",AZOTEA,,,,,,,IB0760
SPA-AX,8735,SPA-AX08735,LO,382,LO-000382,PW,444,PW-0444,AA,379,AA-0379,Activo,AX8735,P3,DDEE,,VALX8735,"Nueva Demanda",,,,38.539218,-0.175022,10.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,AX8735
SPA-AX,4757,SPA-AX04757,,,-,,,-,,,-,Viabilidad,AX4757,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,AX4757
SPA-MX,8971,SPA-MX08971,,,-,,,-,,,-,Viabilidad,MX8971,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX8971
SPA-BX,111,SPA-BX00111,LO,808,LO-000808,PW,863,PW-0863,AA,826,AA-0826,Activo,BX0111,P2,Macro,,,"Nueva Demanda",,,,41.543104,2.154585,133.0,,false,,false,,,,false,,REST,"CTRA SENTMANAT, KM 103",TORRE,,,,,,,BX0111
SPA-MX,2524,SPA-MX02524,LO,4651,LO-004651,PW,4690,PW-4690,AA,4658,AA-4658,Activo,MX2524,P3,DDEE,,"FACTORY S.SEBASTIAN DE LOS REYES","Nueva Demanda",,,,40.566225,-3.606903,690.0,,false,,false,,,,false,,RCEN,"documento PRL lo firmarÃ¡n una vez se presenten en el punto permanente de seguridad. NSN actualizado 30/09/2013",AZOTEA,,,,,,,MX2524
SPA-TX,7981,SPA-TX07981,LO,6961,LO-006961,PW,6981,PW-6981,AA,6960,AA-6960,Activo,TX7981,P3,Macro,,,"Nueva Demanda",,,,41.525915,1.090896,100.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,TX7981
SPA-ZX,1180,SPA-ZX01180,,,-,,,-,,,-,Viabilidad,ZX1180,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,ZX1180
SPA-BU,4269,SPA-BU04269,LO,719,LO-000719,PW,773,PW-0773,AA,737,AA-0737,Activo,BU4269,P3,Macro,,"MUP 332. MONTILLANO Y PARAMILLO. TUBILLA DEL AGUA","Nueva Demanda",,,,42.708904,-3.796439,885.0,,false,,false,,,,false,,RNOR,"MUP 332 SE PAGA POR LIQUIDACIÃN",TORRE,,,,,,,BU4269
SPA-GI,8927,SPA-GI08927,LO,2646,LO-002646,PW,2693,PW-2693,AA,2660,AA-2660,Activo,GI8927,P3,Macro,,"TORDERA - BARCELONA. TOTEM","Nueva Demanda",,,,41.731602,2.740815,0.0,,false,,false,,,,false,,REST,"SITE TOTEM SIN OSP NOV 21",TORRE,,,,,,,GI8927
SPA-NA,116,SPA-NA00116,LO,5067,LO-005067,PW,5101,PW-5101,AA,5072,AA-5072,Activo,NA0116,P3,Macro,,,"Nueva Demanda",,,,42.801175,-1.602517,0.0,,false,,false,,,,false,,RNOR,"CONTRATO PROPIO + TORRE Y ACOMETIDA DE TME (P/BADOSTAIN (3100485) )","LOCAL TECNICO",,,,,,,NA0116
SPA-GC,5110,SPA-GC05110,LO,7837,LO-007837,PW,11427,PW-11427,AA,7835,AA-7835,Activo,GC5110,P3,Macro,,,"Nueva Demanda",,,,27.860147,-15.402281,25.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,GC5110
SPA-BX,610,SPA-BX00610,LO,983,LO-000983,PW,1039,PW-1039,AA,999,AA-0999,Activo,BX0610,P3,Macro,,,"Nueva Demanda",,,,41.457408,2.221591,80.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX0610
SPA-SE,810,SPA-SE00810,LO,5907,LO-005907,PW,5936,PW-5936,AA,643,AA-0643,Activo,SE082C,P3,DDEE,,,"Nueva Demanda",,,,37.40807,-5.911002,0.0,,false,,false,,,,false,,RSUR,"CC ALCAMPO.Accesos enviar mail a pmartin@inerzia.com desde correo corporativo orange. (SM 27/01/15)Nombre, apellidos, DNI, empresa, trabajos a realizar.  Horario del trabajo: no se puede trabajar de noche,","LOCAL TECNICO",,,,,,,SE082C
SPA-CX,910,SPA-CX00910,LO,2171,LO-002171,PW,2221,PW-2221,AA,2186,AA-2186,Activo,CX0910,P1,Macro,,,"Nueva Demanda",,,,42.650922,-8.880895,72.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,CX0910
SPA-JX,8511,SPA-JX08511,LO,3340,LO-003340,PW,3387,PW-3387,AA,3352,AA-3352,Activo,JX8511,P1,Macro,,,"Nueva Demanda",,,,38.394851,-3.447887,1068.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,JX8511
SPA-CX,9270,SPA-CX09270,LO,7933,LO-007933,,,-,AA,7852,AA-7852,Viabilidad,CX9270,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,CX9270
SPA-VX,3015,SPA-VX03015,LO,7576,LO-007576,PW,7587,PW-7587,AA,7574,AA-7574,Activo,VX3015,P3,Macro,,,"Nueva Demanda",,,,39.469338,-0.366281,21.0,,false,,false,,,,false,,REST,"avisar a MÂª jose antes de ir al 674821692",AZOTEA,,,,,,,VX3015
SPA-MU,252,SPA-MU00252,LO,4097,LO-004097,PW,4139,PW-4139,AA,4107,AA-4107,Activo,MU0252,P3,Macro,,,"Nueva Demanda",,,,37.763734,-0.833839,7.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,MU0252
SPA-TX,7652,SPA-TX07652,LO,6866,LO-006866,PW,6887,PW-6887,AA,6865,AA-6865,Activo,TX7652,P3,Macro,,,"Nueva Demanda",,,,40.830354,0.732346,28.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,TX7652
SPA-LU,7540,SPA-LU07540,LO,3597,LO-003597,PW,3641,PW-3641,AA,3609,AA-3609,Activo,LU7540,P3,Macro,,,"Nueva Demanda",,,,43.303772,-7.350732,558.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,LU7540
SPA-SE,181,SPA-SE00181,LO,5798,LO-005798,PW,5832,PW-5832,AA,5802,AA-5802,Activo,SE0181,P3,Macro,,,"Nueva Demanda",,,,37.391204,-6.033251,19.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,SE0181
SPA-GR,5860,SPA-GR05860,LO,2684,LO-002684,PW,2731,PW-2731,AA,2698,AA-2698,Activo,GR5860,P1,Macro,,,"Nueva Demanda",,,,36.701726,-3.478713,113.0,,false,,false,,,,false,,RSUR,"SOLICITUD COMPARTICION A TESA, COD.: 1800039. COMPARTICION CON ONO",TORRE,,,,,,,GR5860
SPA-MX,3299,SPA-MX03299,LO,4697,LO-004697,PW,4736,PW-4736,AA,4704,AA-4704,Activo,MX3299,P3,Macro,,"LINTYA (UF) SUB. VALLECAS","Nueva Demanda",,,,40.388564,-3.619991,647.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,MX3299
SPA-MX,154,SPA-MX00154,LO,4266,LO-004266,PW,4306,PW-4306,AA,4276,AA-4276,Activo,MX0154,P3,Macro,,,"Nueva Demanda",,,,40.388962,-3.740647,638.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX0154
SPA-MA,3071,SPA-MA03071,LO,3967,LO-003967,PW,4010,PW-4010,AA,3978,AA-3978,Activo,MA3071,P3,DDEE,,"IKEA MÃLAGA","Nueva Demanda",,,,36.657791,-4.482197,1.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,MA3071
SPA-CS,76,SPA-CS00076,LO,1874,LO-001874,PW,1926,PW-1926,AA,1889,AA-1889,Activo,CS0076,P3,Macro,,"BTS VALR8974","Nueva Demanda",,,,40.610897,-0.092354,883.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,CS0076
SPA-LX,47,SPA-LX00047,LO,3671,LO-003671,PW,3715,PW-3715,AA,3683,AA-3683,Activo,LX0047,P3,Macro,,MICRO,"Nueva Demanda",,,,41.994957,1.519482,680.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,LX0047
SPA-SG,9124,SPA-SG09124,LO,6042,LO-006042,PW,6076,PW-6076,AA,6044,AA-6044,Activo,SG9124,P3,Macro,,,"Nueva Demanda",,,,40.947064,-4.163332,1038.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,SG9124
SPA-LE,202,SPA-LE00202,LO,3385,LO-003385,PW,3432,PW-3432,AA,3397,AA-3397,Activo,LE0202,P3,Macro,,,"Nueva Demanda",,,,42.627438,-5.563686,838.0,,false,,false,,,,false,,RNOR,"OBLIGATORIO  PARA DNO  INFORMAR DE LOS ACCESOS A LA PROP. Act. FebÂ´21 M.Bracho",AZOTEA,,,,,,,LE0202
SPA-TE,165,SPA-TE00165,LO,6460,LO-006460,PW,6490,PW-6490,AA,6460,AA-6460,Activo,TE0165,P3,Macro,,,"Nueva Demanda",,,,40.934121,-1.183475,1074.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,TE0165
SPA-VX,129,SPA-VX00129,LO,7288,LO-007288,PW,16045,PW-16045,AA,7287,AA-7287,Desmantelado,VX0129,P3,Macro,,"BTS VALR0859","Nueva Demanda",,,,39.295431,-0.285814,1.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,VX0129
SPA-GC,3004,SPA-GC03004,LO,2483,LO-002483,PW,2529,PW-2529,AA,2497,AA-2497,Activo,GC3004,P3,Macro,,,"Nueva Demanda",,,,28.50521,-13.871242,76.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,GC3004
SPA-SE,53,SPA-SE00053,LO,5769,LO-005769,PW,5802,PW-5802,AA,5773,AA-5773,Activo,SE0053,P3,Macro,,,"Nueva Demanda",,,,37.375177,-5.951505,16.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,SE0053
SPA-SE,1112,SPA-SE01112,LO,5933,LO-005933,PW,5967,PW-5967,AA,5936,AA-5936,Activo,SE1112,P3,Macro,,,"Nueva Demanda",,,,37.268822,-6.063536,10.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,SE1112
SPA-CX,3015,SPA-CX03015,LO,2270,LO-002270,PW,2321,PW-2321,AA,2284,AA-2284,Activo,CX3015,P1,Macro,,,"Nueva Demanda",,,,42.939126,-8.334734,337.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,CX3015
SPA-HX,9613,SPA-HX09613,LO,2954,LO-002954,PW,3000,PW-3000,AA,2968,AA-2968,Activo,HX9613,P2,Macro,,,"Nueva Demanda",,,,37.222917,-6.897719,30.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,HX9613
SPA-TF,6207,SPA-TF06207,LO,6549,LO-006549,PW,6575,PW-6575,AA,6549,AA-6549,Desmantelado,TF6207,P3,Macro,,,"Nueva Demanda",,,,28.31013,-16.383678,100.0,,false,,false,,,,false,,RCEN,"CENTRO NO GRIET - Segun tecnico de campo, este site pertenece a VODAFONE : T766 NSN GNOC 17-07-12--Codigo nuevo de VDF: TF05E  Ericsson 14.10.2014 Tomamos suministro de VDF. DESDE MAYO 2020 SE SACA DE COBERTURA GRIET, SIGUE SIENDO CBT",TORRE,,,,,,,TF6207
SPA-CX,3140,SPA-CX03140,,,-,,,-,,,-,Viabilidad,CX3140,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,,,,,,,,,,
SPA-CU,8520,SPA-CU08520,LO,2033,LO-002033,PW,2084,PW-2084,AA,2048,AA-2048,Activo,CU8520,P3,Macro,,,"Nueva Demanda",,,,39.342476,-1.921328,761.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,CU8520
SPA-SE,11,SPA-SE00011,LO,5741,LO-005741,PW,5774,PW-5774,AA,5745,AA-5745,Activo,SE0011,P2,Macro,,,"Nueva Demanda",,,,37.403253,-5.981214,8.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,SE0011
